编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间
"GC71I4419065_1906","筑牢中国共产党人的初心（上）","石国亮","首都师范大学马克思主义学院教授、博士生导师",29,"精品三分屏","本课程是《筑牢中国共产党人的初心》系列课程由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：一、铭记党章和入党誓词中的初心；二、以坚定的理想信念筑牢初心。",2019.6
"GC71I4519065_1906","筑牢中国共产党人的初心（下）","石国亮","首都师范大学马克思主义学院教授、博士生导师",28,"精品三分屏","本课程是《筑牢中国共产党人的初心》系列课程由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：二、以坚定的理想信念筑牢初心；三、以真挚的人民情怀滋养初心；四、以牢固的公仆意识践行初心。",2019.6
"GC71I2119065_1907","不忘初心、牢记使命，深入开展党风廉政建设和反腐败斗争","任进","中共中央党校（国家行政学院）政治和法律教研部教授、博士生导师",61,"精品三分屏","本课程由中共中央党校（国家行政学院）政治和法律教研部教授、博士生导师任进主讲，主要内容有：一、清正廉洁作表率是开展“不忘初心、牢记使命”主题教育的目标之一；二、当前形势决定要深入开展党风廉政建设；三、党风廉政建设和反腐败工作的主要任务。",2019.6
"GC71I2219065_1907","坚定党的政治信仰","张希贤","中共中央党校（国家行政学院）教授、博士生导师",44,"精品三分屏","本课程由中共中央党校（国家行政学院）教授、博士生导师张希贤主讲，主要内容包括：一、坚定理论信仰；二、贯彻党的政治路线；三、坚定人民立场——党的政治立场。",2019.6
"GC71I2319065_1907","加强党的政治领导","张希贤","中共中央党校（国家行政学院）教授、博士生导师",47,"精品三分屏","本课程由中共中央党校（国家行政学院）教授、博士生导师张希贤主讲，主要内容包括：一、坚决做到“两个维护”；二、完善党的领导体制；三、改进党的领导方式。",2019.6
"GC71I2419065_1907","担当作为，做党和人民需要的好干部","曹鹏飞","中共中央党校（国家行政学院）党建部副教授",54,"精品三分屏","本课程由中共中央党校（国家行政学院）党建部副教授曹鹏飞主讲，主要内容有：一、好干部的标准；二、怎样成长为好干部；三、担当作为，身体力行做好干部。",2019.6
"GC71I2519065_1907","旗帜鲜明，坚决反对历史虚无主义","冉昊","中共中央党校（国家行政学院）科社部副教授",53,"精品三分屏","本课程由中共中央党校（国家行政学院）科社部副教授冉昊主讲，主要内容有：一、什么是历史虚无主义；二、反对历史虚无主义，要坚持马克思主义的一元化指导；三、反对历史虚无主义，要实事求是、与时俱进。",2019.6
"GC71I2619065_1907","崇高愿景：努力为人类作出新的更大贡献","冉昊","中共中央党校（国家行政学院）科社部副教授",57,"精品三分屏","本课程由中共中央党校（国家行政学院）科社部副教授冉昊主讲，主要内容包括：一、历史定位；二、奋斗目标；三、根本主题；四、战略布局；五、发展理念。",2019.6
"GC71I2719065_1907","习近平新时代中国特色社会主义思想载入宪法的重大意义","郇雷","中共中央党校（国家行政学院）社会主义教研部副教授",21,"精品三分屏","本课程由中共中央党校（国家行政学院）社会主义教研部副教授郇雷主讲，主要内容有：一、把党的指导思想转化为国家指导思想，是党和国家事业发展的迫切需要，也是我国宪法完善发展的内在要求；二、进一步明确新时代国家发展的根本任务、奋斗目标、战略步骤，有利于更好地团结激励全党全国各族人民为实现中华民族伟大复兴的中国梦而奋斗；三、进一步明确坚持党对一切工作的领导这一最高政治原则，有利于巩固党的执政地位和执政基础、为国家发展和民族振兴提供坚强政治保证。",2019.6
"NGC71I2819065_1907","做一个思想清醒的人——提升党员干部意识形态能力（上）","黄相怀","中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任、教授",28,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任黄相怀教授主讲，主要内容包括：一、为什么要重视意识形态能力；二、怎样提高党员干部意识形态能力。",2019.6
"NGC71I2919065_1907","做一个思想清醒的人——提升党员干部意识形态能力（下）","黄相怀","中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任、教授",32,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任黄相怀教授主讲，主要内容包括：二、怎样提高党员干部意识形态能力；三、提高意识形态能力的若干原则。",2019.6
"NGC71I3019065_1907","伟大斗争：进行伟大斗争时代和历史特点（上）","孙林","中共中央党校（国家行政学院）党建教研部副教授",24,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）党建教研部副教授孙林主讲，围绕“一场以自我革命推动社会革命的全面斗争”这一话题，重点阐述了以下内容：刀口向内勇于自我革命；革故鼎新进行社会革命；以不断自我革命推动社会革命。",2019.6
"NGC71I3119065_1907","伟大斗争：进行伟大斗争时代和历史特点（下）","孙林","中共中央党校（国家行政学院）党建教研部副教授",30,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）党建教研部副教授孙林主讲，围绕“进行伟大斗争时代和历史特点”这个话题，重点论述以下观点：这是一场以不忘初心密切血肉联系的深刻斗争；这是一场以和平发展谋求伟大复兴的持久斗争。",2019.6
"NGC71I3219065_1907","伟大梦想：实现中华民族伟大复兴中国梦（上）","黄相怀","中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任、教授",29,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任、教授黄相怀主讲，主要内容有：一、中国梦的历史根基；二、中国梦的领导力量。",2019.6
"NGC71I3319065_1907","伟大梦想：实现中华民族伟大复兴中国梦（下）","黄相怀","中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任、教授",24,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）中国特色社会主义理论体系研究中心研究室主任、教授黄相怀主讲，主要内容有：二、中国梦的领导力量；三、中国梦的创新意义；四、中国梦的现实基础。",2019.6
"NGC71I3419065_1907","永远奋斗，始终不忘党的品格（上）","冉昊","中共中央党校（国家行政学院）科社部副教授",33,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）科社部副教授冉昊主讲，主要内容有：一、自我革命的品格；二、为民服务的品格。",2019.6
"NGC71I3519065_1907","永远奋斗，始终不忘党的品格（下）","冉昊","中共中央党校（国家行政学院）科社部副教授",23,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）科社部副教授冉昊主讲，主要内容有：三、改革创新的品格；四、遵规依法的品格；五、克服挫折的品格；六、善于总结的品格；七、民主包容的品格。",2019.6
